id,smiles,formula,charge
cpd28524,*CCC=O,C3H5OR,0
cpd28525,*O[C@H]1O[C@H](COS(=O)(=O)[O-])[C@H](O[C@@H]2O[C@H](CO)[C@H](OS(=O)(=O)[O-])[C@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@H](O[C@@H]4O[C@H](CO)[C@H](OS(=O)(=O)[O-])[C@H](O*)[C@H]4O)[C@H](O)[C@H]3OS(=O)(=O)[O-])[C@H]2O)[C@H](O)[C@H]1OS(=O)(=O)[O-],C24H34O39R2S6,-6
cpd28526,*OP(=O)([O-])O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])[O-],C5H7O10P2R2,-3
cpd28530,*O[C@H](CO)[C@@H](O)[C@@H]1O[C@@](O[C@H](CO)[C@@H](O)[C@@H]2O[C@@](O[C@H](CO)[C@@H](O)[C@@H]3O[C@@](O[C@H](CO)[C@@H](O)[C@@H]4O[C@@](O*)(C(=O)[O-])C[C@H](O)[C@H]4NC(C)=O)(C(=O)[O-])C[C@H](O)[C@H]3NC(C)=O)(C(=O)[O-])C[C@H](O)[C@H]2NC(C)=O)(C(=O)[O-])C[C@H](O)[C@H]1NC(C)=O,C44H64N4O33R2,-4
cpd28531,*OP(=O)([O-])O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])O[C@@H]1[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@H]1O,C15H19N5O23P5R2,-5
cpd28534,*[NH2+][C@@H](CCC(=O)OC)C(*)=O,C6H10NO3R2,1
cpd28540,*OP(=O)([O-])OC[C@H]1O[C@@H](*)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](*)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](*)[C@H](O)[C@@H]1OP(=O)([O-])O*,C15H21O22P4R5,-4
cpd28542,*OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=S)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O11P2R2S,-2
cpd28543,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C10H11N5O10P2R2,-2
cpd28544,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C10H11N5O10P2R2,-2
cpd28545,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C10H11N5O10P2R2,-2
cpd28546,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C10H11N5O10P2R2,-2
cpd28547,*OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3C(=O)N=CN=C32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C10H10N4O11P2R2,-2
cpd28548,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cc(C[NH2+]C)c(=O)[nH]c2=S)[C@H](O)[C@@H]1OP(=O)([O-])O*,C11H16N3O11P2R2S,-1
cpd28549,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(NCC=C(C)C)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C15H19N5O10P2R2,-2
cpd28550,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=N)n(C)cnc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C11H13N5O10P2R2,-2
cpd28551,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=N)n(C)cnc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C11H13N5O10P2R2,-2
cpd28552,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=N)n(C)cnc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C11H13N5O10P2R2,-2
cpd28553,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)n(C)c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C11H13N5O11P2R2,-2
cpd28554,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)n(C)c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C11H13N5O11P2R2,-2
cpd28555,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N(C)C)nc32)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N(C)C)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C24H30N10O18P3R2,-3
cpd28556,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N(C)C)nc32)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C23H28N10O18P3R2,-3
cpd28557,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N(C)C)nc32)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C22H26N10O18P3R2,-3
cpd28558,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC)nc32)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C21H24N10O18P3R2,-3
cpd28559,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C11H13N5O11P2R2,-2
cpd28560,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C11H13N5O11P2R2,-2
cpd28561,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C11H13N5O11P2R2,-2
cpd28562,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N(C)C)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C12H15N5O11P2R2,-2
cpd28563,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N(C)C)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C12H15N5O11P2R2,-2
cpd28564,*OP(=O)([O-])OC[C@H]1O[C@@H]([n+]2cn(C)c3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C11H14N5O11P2R2,-1
cpd28566,*OP(=O)([O-])OC[C@H]1O[C@@H](N2CCC(=O)NC2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H12N2O12P2R2,-2
cpd28567,*O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])O*,C15H21O19P3R5,-3
cpd28570,*OP(=O)([O-])OC[C@H]1O[C@@H](c2cn(C)c(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C10H12N2O12P2R2,-2
cpd28571,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cc(C#N)c3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C12H11N5O11P2R2,-2
cpd28572,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cc(C(N)=[NH2+])c3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C12H15N6O11P2R2,-1
cpd28573,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cc(C[NH2+]CC(=O)[O-])c(=O)[nH]c2=S)[C@H](O)[C@@H]1OP(=O)([O-])O*,C12H15N3O13P2R2S,-2
cpd28574,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C10H12N2O12P2R2,-2
cpd28575,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C10H11N5O11P2R2,-2
cpd28576,*OP(=O)([O-])OC[C@H]1O[C@@H](*)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](*)[C@H](O)[C@@H]1OP(=O)([O-])O*,C10H14O16P3R4,-3
cpd28577,*OP(=O)([O-])OC[C@H]1O[C@@H](C2C=NC(=O)NC2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28578,*OP(=O)([O-])OC[C@H]1O[C@@H](C2C=NC(=O)NC2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28579,*OP(=O)([O-])OC[C@H]1O[C@@H](C2C=NC(=O)NC2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28580,*OP(=O)([O-])OC[C@H]1O[C@@H](C2C=NC(=O)NC2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28581,*OP(=O)([O-])OC[C@H]1O[C@@H](C2C=NC(=O)NC2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28582,*OP(=O)([O-])OC[C@H]1O[C@@H](C2C=NC(=O)NC2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28583,*OP(=O)([O-])OC[C@H]1O[C@@H](C2C=NC(=O)NC2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28584,*OP(=O)([O-])OC[C@H]1O[C@@H](C2C=NC(=O)NC2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28585,*OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28586,*OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28587,*OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28588,*OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28589,*OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28590,*OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28591,*OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28592,*OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28593,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cc(C[NH3+])c3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C12H16N5O11P2R2,-1
cpd28595,*OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)([O-])O*,C9H10N2O12P2R2,-2
cpd28596,*OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,C28H34N11O21P3R,-3
cpd28597,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cc(CNC3C=C[C@H](O)[C@@H]3O)c3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C17H21N5O13P2R2,-2
cpd28598,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(NC)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C11H13N5O10P2R2,-2
cpd28599,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cc(CNC3[C@H]4O[C@H]4[C@H](O)[C@@H]3O)c3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C17H21N5O14P2R2,-2
cpd28600,*OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,C28H34N11O21P3R,-3
cpd28601,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cc(CNC3C=C[C@H]([NH2+][C@@H](CCC(=O)[O-])C(=O)[O-])[C@@H]3O)c3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C22H27N6O16P2R2,-3
cpd28602,*OP(=O)([O-])OC[C@H]1O[C@@H](n2cc(CNC3C=C[C@H](O)[C@@H]3O)c3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O*,C17H21N5O13P2R2,-2
cpd28603,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCCC1CC1C(C)CCCCCCCCCCCCCCCC(OC)C(C)CCCCCCCCCCCCCCCCCC)C(*)=O,C74H142N3O10PR2S,0
cpd28604,*/C=C\C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C27H37N7O17P3RS,-4
cpd28605,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCCCC1CC1C(C)CCCCCCCCCCCCCCCCC(=O)C(C)CCCCCCCCCCCCCCCCC)C(*)=O,C74H140N3O10PR2S,0
cpd28606,*/C=C\C=C\CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C27H37N7O17P3RS,-4
cpd28607,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCC/C=C/C(C)CCCCCCCCCCCCCCCC(O)C(C)CCCCCCCCCCCCCCCCCC)C(*)=O,C72H138N3O10PR2S,0
cpd28608,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C44H80N3O9PR2S,0
cpd28609,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C46H84N3O9PR2S,0
cpd28610,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C48H88N3O9PR2S,0
cpd28611,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C50H92N3O9PR2S,0
cpd28612,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C52H96N3O9PR2S,0
cpd28613,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCC)C(*)=O,C54H100N3O9PR2S,0
cpd28614,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C38H68N3O9PR2S,0
cpd28615,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C40H72N3O9PR2S,0
cpd28616,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C42H76N3O9PR2S,0
cpd28617,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCC/C=C\CCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C56H102N3O9PR2S,0
cpd28618,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCC/C=C\CCCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C62H114N3O9PR2S,0
cpd28619,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCC/C=C\CCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C58H106N3O9PR2S,0
cpd28620,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCC/C=C\CCCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C64H118N3O9PR2S,0
cpd28621,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCC/C=C\CCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C60H110N3O9PR2S,0
cpd28622,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C66H122N3O9PR2S,0
cpd28623,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCCCC/C=C\CCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C62H114N3O9PR2S,0
cpd28624,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C68H126N3O9PR2S,0
cpd28625,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCCCCCC/C=C\CCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C64H118N3O9PR2S,0
cpd28626,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C70H130N3O9PR2S,0
cpd28627,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C72H134N3O9PR2S,0
cpd28628,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C/C=C\CCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C50H90N3O9PR2S,0
cpd28629,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C/C=C\CCCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C56H102N3O9PR2S,0
cpd28630,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCC/C=C\CCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C52H94N3O9PR2S,0
cpd28631,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCC/C=C\CCCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C58H106N3O9PR2S,0
cpd28632,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCC/C=C\CCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C54H98N3O9PR2S,0
cpd28633,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCC/C=C\CCCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC)C(*)=O,C60H110N3O9PR2S,0
cpd28634,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCCC/C=C/C(C)CCCCCCCCCCCCCCCCC(O)C(C)CCCCCCCCCCCCCCCCCC)C(*)=O,C74H142N3O10PR2S,0
cpd28635,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCCCCCCCC)C(*)=O,C34H62N3O9PR2S,0
cpd28636,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCCCCCCCCCC)C(*)=O,C36H66N3O9PR2S,0
cpd28637,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCCCCCCCCCCCC)C(*)=O,C38H70N3O9PR2S,0
cpd28643,*[NH2+]CC(=O)N[C@@H](Cc1ccccc1)C(*)=O,C11H13N2O2R2,1
cpd28687,CC(O)C([NH3+])C(=O)[O-],C4H9NO3,0
cpd28710,*C(=O)C(*)NC(=O)C[C@H]([NH3+])C(=O)[O-],C6H8N2O4R2,0
cpd28711,O=P([O-])([O-])OC1C(OP(=O)([O-])[O-])C(OP(=O)([O-])[O-])C(OP(=O)([O-])OP(=O)([O-])O)C(OP(=O)([O-])OP(=O)([O-])[O-])C1OP(=O)([O-])[O-],C6H7O30P8,-13
cpd28749,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C41H62N7O18P3S,-4
cpd28750,CCCCC/C=C\C/C=C\C/C=C\CCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C41H64N7O18P3S,-4
cpd28751,CCCCC/C=C\C/C=C\C/C=C\CCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C41H62N7O17P3S,-4
cpd28753,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C43H62N7O18P3S,-4
cpd28754,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C43H64N7O18P3S,-4
cpd28755,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C43H62N7O17P3S,-4
cpd28824,CC(=O)NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C5OC6OC(CO)C(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8NC(C)=O)C(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)NC(C)C(=O)NC(C(=O)[O-])CCCC(NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(C)OC5C4NC(C)=O)C(=O)NC(C)C(=O)NC(C(=O)[O-])CCCC(C(=O)NC(C)C(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(C)OC12)C7NC(C)=O)C(O)C6NC(C)=O)C(O)C3NC(C)=O,C111H167N21O58,-6
cpd28903,O=C([O-])CCCCCCCCCCCCCCCCCCCCCCCO,C24H47O3,-1
cpd28921,CCCCCCCCCCCCCCCCCCC(O)C(=O)[O-],C20H39O3,-1
cpd28936,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,C21H42O4,0
cpd28940,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,C12H22O11,0
cpd28948,COc1cccc2[nH]cc(C=O)c12,C10H9NO2,0
